a,loc,node,impact_weight,notes
1,1,1,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,27,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,28,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,29,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,30,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,31,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,32,0.0,v2 parameterized terminal pressure weight; not fault probability
6,3,33,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,1,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,2,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,3,0.23076923076923073,v2 parameterized terminal pressure weight; not fault probability
6,4,4,0.5384615384615384,v2 parameterized terminal pressure weight; not fault probability
6,4,5,0.8461538461538461,v2 parameterized terminal pressure weight; not fault probability
6,4,6,0.8461538461538461,v2 parameterized terminal pressure weight; not fault probability
6,4,7,0.5384615384615384,v2 parameterized terminal pressure weight; not fault probability
6,4,8,0.23076923076923073,v2 parameterized terminal pressure weight; not fault probability
6,4,9,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,10,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,11,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,12,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,13,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,14,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,15,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,16,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,17,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,18,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,19,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,20,0.23076923076923073,v2 parameterized terminal pressure weight; not fault probability
6,4,21,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,22,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,23,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,24,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,25,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,26,0.8461538461538461,v2 parameterized terminal pressure weight; not fault probability
6,4,27,0.5384615384615384,v2 parameterized terminal pressure weight; not fault probability
6,4,28,0.23076923076923073,v2 parameterized terminal pressure weight; not fault probability
6,4,29,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,30,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,31,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,32,0.0,v2 parameterized terminal pressure weight; not fault probability
6,4,33,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,1,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,2,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,3,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,4,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,5,0.17948717948717963,v2 parameterized terminal pressure weight; not fault probability
6,5,6,0.48717948717948734,v2 parameterized terminal pressure weight; not fault probability
6,5,7,0.794871794871795,v2 parameterized terminal pressure weight; not fault probability
6,5,8,0.8974358974358972,v2 parameterized terminal pressure weight; not fault probability
6,5,9,0.5897435897435895,v2 parameterized terminal pressure weight; not fault probability
6,5,10,0.2820512820512818,v2 parameterized terminal pressure weight; not fault probability
6,5,11,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,12,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,13,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,14,0.2820512820512818,v2 parameterized terminal pressure weight; not fault probability
6,5,15,0.2820512820512818,v2 parameterized terminal pressure weight; not fault probability
6,5,16,0.5897435897435895,v2 parameterized terminal pressure weight; not fault probability
6,5,17,0.5897435897435895,v2 parameterized terminal pressure weight; not fault probability
6,5,18,0.5897435897435895,v2 parameterized terminal pressure weight; not fault probability
6,5,19,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,20,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,21,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,22,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,23,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,24,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,25,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,26,0.48717948717948734,v2 parameterized terminal pressure weight; not fault probability
6,5,27,0.794871794871795,v2 parameterized terminal pressure weight; not fault probability
6,5,28,0.8974358974358972,v2 parameterized terminal pressure weight; not fault probability
6,5,29,0.5897435897435895,v2 parameterized terminal pressure weight; not fault probability
6,5,30,0.2820512820512818,v2 parameterized terminal pressure weight; not fault probability
6,5,31,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,32,0.0,v2 parameterized terminal pressure weight; not fault probability
6,5,33,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,1,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,2,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,3,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,4,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,5,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,6,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,7,0.12820512820512853,v2 parameterized terminal pressure weight; not fault probability
6,6,8,0.43589743589743624,v2 parameterized terminal pressure weight; not fault probability
6,6,9,0.743589743589744,v2 parameterized terminal pressure weight; not fault probability
6,6,10,0.9487179487179483,v2 parameterized terminal pressure weight; not fault probability
6,6,11,0.6410256410256406,v2 parameterized terminal pressure weight; not fault probability
6,6,12,0.6410256410256406,v2 parameterized terminal pressure weight; not fault probability
6,6,13,0.6410256410256406,v2 parameterized terminal pressure weight; not fault probability
6,6,14,0.9487179487179483,v2 parameterized terminal pressure weight; not fault probability
6,6,15,0.9487179487179483,v2 parameterized terminal pressure weight; not fault probability
6,6,16,0.743589743589744,v2 parameterized terminal pressure weight; not fault probability
6,6,17,0.743589743589744,v2 parameterized terminal pressure weight; not fault probability
6,6,18,0.743589743589744,v2 parameterized terminal pressure weight; not fault probability
6,6,19,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,20,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,21,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,22,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,23,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,24,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,25,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,26,0.0,v2 parameterized terminal pressure weight; not fault probability
6,6,27,0.12820512820512853,v2 parameterized terminal pressure weight; not fault probability
6,6,28,0.43589743589743624,v2 parameterized terminal pressure weight; not fault probability
6,6,29,0.743589743589744,v2 parameterized terminal pressure weight; not fault probability
6,6,30,0.9487179487179483,v2 parameterized terminal pressure weight; not fault probability
6,6,31,0.6410256410256406,v2 parameterized terminal pressure weight; not fault probability
6,6,32,0.3333333333333329,v2 parameterized terminal pressure weight; not fault probability
6,6,33,0.3333333333333329,v2 parameterized terminal pressure weight; not fault probability
6,7,1,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,2,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,3,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,4,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,5,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,6,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,7,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,8,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,9,0.07692307692307687,v2 parameterized terminal pressure weight; not fault probability
6,7,10,0.3846153846153846,v2 parameterized terminal pressure weight; not fault probability
6,7,11,0.6923076923076923,v2 parameterized terminal pressure weight; not fault probability
6,7,12,0.6923076923076923,v2 parameterized terminal pressure weight; not fault probability
6,7,13,0.6923076923076923,v2 parameterized terminal pressure weight; not fault probability
6,7,14,0.3846153846153846,v2 parameterized terminal pressure weight; not fault probability
6,7,15,0.3846153846153846,v2 parameterized terminal pressure weight; not fault probability
6,7,16,0.07692307692307687,v2 parameterized terminal pressure weight; not fault probability
6,7,17,0.07692307692307687,v2 parameterized terminal pressure weight; not fault probability
6,7,18,0.07692307692307687,v2 parameterized terminal pressure weight; not fault probability
6,7,19,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,20,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,21,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,22,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,23,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,24,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,25,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,26,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,27,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,28,0.0,v2 parameterized terminal pressure weight; not fault probability
6,7,29,0.07692307692307687,v2 parameterized terminal pressure weight; not fault probability
6,7,30,0.3846153846153846,v2 parameterized terminal pressure weight; not fault probability
6,7,31,0.6923076923076923,v2 parameterized terminal pressure weight; not fault probability
6,7,32,1.0,v2 parameterized terminal pressure weight; not fault probability
6,7,33,1.0,v2 parameterized terminal pressure weight; not fault probability
