path_id,checkpoint_relative_hour,failure_type,tail_group,site,site_increment_kw,all125_recovered,ablated_candidate_total_increment_kw,ablated_physical_margin_kg,recovery_survives_site_ablation,increment_necessary,contribution_class,diagnostic_scope
6526,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7541,-8,mixed,difficult4,4,37.5,YES,155,-0.039021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7623,-8,mixed,difficult4,4,37.5,YES,155,-0.039021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-8,mixed,difficult4,4,37.5,YES,155,14.171021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8061,-8,mixed,difficult4,4,37.5,YES,155,4.894313328,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8138,-8,mixed,difficult4,4,37.5,YES,155,-0.039021096,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-8,mixed,difficult4,4,37.5,YES,155,22.572948439,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8611,-8,mixed,difficult4,4,37.5,YES,155,-1.722297272,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-8,mixed,difficult4,4,37.5,YES,155,14.171021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8873,-8,pure_quantity,difficult4,4,37.5,YES,155,-1.635558605,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9276,-8,mixed,difficult4,4,37.5,YES,155,6.02729044,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-8,mixed,difficult4,4,37.5,YES,155,11.645413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9657,-8,pure_quantity,difficult4,4,37.5,YES,155,8.720413075,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-8,mixed,difficult4,4,37.5,YES,155,18.045546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9955,-8,mixed,difficult4,4,37.5,YES,155,23.760100051,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
477,-4,pure_quantity,difficult4,4,37.5,YES,155,5.678121767,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
783,-4,mixed,difficult4,4,37.5,YES,155,6.349200121,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
869,-4,mixed,difficult4,4,37.5,YES,155,11.556565219,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
965,-4,mixed,difficult4,4,37.5,YES,155,9.171648242,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1432,-4,mixed,difficult4,4,37.5,YES,155,9.190379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
1580,-4,mixed,difficult4,4,37.5,YES,155,9.786796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3269,-4,mixed,difficult4,4,37.5,YES,155,-2.251354648,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3381,-4,mixed,difficult4,4,37.5,YES,155,2.456626809,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
3997,-4,mixed,difficult4,4,37.5,YES,155,9.190379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
5055,-4,mixed,difficult4,4,37.5,YES,155,-1.79617678,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6098,-4,mixed,difficult4,4,37.5,YES,155,5.955546535,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
6266,-4,mixed,difficult4,4,37.5,YES,155,2.081021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7392,-4,mixed,difficult4,4,37.5,YES,155,1.07002091,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
7669,-4,mixed,difficult4,4,37.5,YES,155,2.081021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8384,-4,mixed,difficult4,4,37.5,YES,155,9.786796157,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8440,-4,mixed,difficult4,4,37.5,YES,155,9.190379483,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
8716,-4,mixed,difficult4,4,37.5,YES,155,2.081021937,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9334,-4,pure_quantity,difficult4,4,37.5,YES,155,9.233112131,YES,NO,PARTIALLY_SUBSTITUTABLE,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9638,-4,mixed,difficult4,4,37.5,YES,155,-0.444586925,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
9825,-4,mixed,difficult4,4,37.5,YES,155,-0.219391876,NO,YES,ESSENTIAL,SAME_AGGREGATE_PHYSICAL_RECOVERABILITY_EVALUATOR
